"","id","as","lsg","oldstat","func","rel","assn","drink","status","howknow","cucard","survey","change","why","time","shift","shtime","fam","knnosw","nosw","inc","usenow","nowsw","x","y","distnearest","distcw","distpw","cw50","cw100","cw150","pw50","pw100","pw150","ed","pw","cw","shifted","c50","c50to100","c100to150","p50","p50to100","p100to150","switch","as1to2","as2to3","as3to4","nearest","ed4","safeswitch","safemislabel","safenolabel","switchfunc","arsenic","newstat","as4to965"
"3683",3742,25,0,0,1,1,0,23,1,12,0,0,"no",NA,NA,NA,NA,3,NA,NA,NA,"",NA,254869.578125,2630771,36.1590003967285,457.618011474609,36.1590003967285,0,0,0,1,2,4,5,0,0,0,0,0,0,1,1,1,"noswitch",0,0,0,"0to50","1to5",0,1,0,NA,"0to50","safe",0
"3684",3743,124,0,2,1,1,0,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,254862.875,2630746,35.9189987182617,465.772003173828,35.9189987182617,0,0,0,2,2,4,8,1,0,0,0,0,0,1,0,1,"switch",1,0,0,"0to50","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"3685",3744,113,0,2,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,254857.484375,2630728.75,46.0690002441406,471.545989990234,46.0690002441406,0,0,0,2,3,4,0,0,0,0,0,0,0,1,1,1,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3686",3745,68,0,2,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,254884.34375,2630428.25,222.705993652344,305.040008544922,222.705993652344,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"noswitch",0,0,0,"150plus","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3687",3746,156,0,2,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,254912.625,2630401.5,184.078994750977,272.201995849609,184.078994750977,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"noswitch",1,0,0,"150plus","6to10",NA,NA,NA,NA,"151to250","unsafe",0
"3688",3747,157,0,2,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,254934.46875,2630316.75,131.104995727539,250.955993652344,131.104995727539,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,"noswitch",1,0,0,"100to150","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"3689",3748,40,0,3,1,1,1,23,1,12,1,1,"no",NA,NA,NA,NA,26,NA,NA,NA,"",NA,255024.03125,2630325.25,49.1549987792969,161.445999145508,49.1549987792969,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"noswitch",0,0,0,"0to50","none",0,1,1,NA,"0to50","safe",0
"3690",3749,442,1,0,1,1,1,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255047.546875,2630329,36.201000213623,137.697998046875,36.201000213623,0,0,1,1,1,1,6,1,0,0,0,0,1,1,0,0,"switch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"351to450","unsafe",1
"3691",3750,148,0,0,1,1,1,0,0,12,0,0,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,255057.40625,2630339.25,42.9179992675781,126.025001525879,42.9179992675781,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,"switch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3692",3751,90,0,0,0,1,1,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255067.484375,2630332,35.3839988708496,117.612998962402,35.3839988708496,0,0,1,1,1,1,5,1,0,0,0,0,1,1,0,0,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3693",3752,149,1,0,1,3,0,23,0,12,0,0,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,254879.546875,2630315,185.389999389648,305.47900390625,185.389999389648,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"noswitch",1,0,0,"150plus","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"3694",3753,137,0,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,1,NA,NA,"",NA,255089.03125,2630330.25,41.7029991149902,97.375,41.7029991149902,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3695",3754,113,0,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,3,NA,NA,"",NA,255134.203125,2630317.25,63.9010009765625,63.9010009765625,73.1370010375977,0,1,1,0,1,3,0,0,0,0,0,1,0,0,1,1,"noswitch",1,0,0,"50to100","none",NA,NA,NA,NA,"51to150","unsafe",0
"3696",3755,121,0,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,255156.484375,2630338.5,33.2669982910156,33.2669982910156,100.486999511719,1,1,1,0,0,7,0,0,0,0,1,0,0,0,0,2,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3697",3756,113,0,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,3,NA,NA,"",NA,255164.953125,2630346.25,21.7689990997314,21.7689990997314,95.0709991455078,1,1,1,0,2,7,0,0,0,0,1,0,0,0,1,1,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3698",3757,86,0,0,1,1,1,23,0,12,0,0,"no",NA,NA,NA,NA,NA,2,NA,NA,"",NA,255179.859375,2630344,16.3209991455078,16.3209991455078,80.4759979248047,1,1,1,0,2,11,0,0,0,0,1,0,0,0,1,2,"noswitch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3699",3758,106,1,0,1,1,1,23,0,12,0,0,"no",NA,NA,NA,NA,NA,2,NA,NA,"",NA,255189,2630341.5,19.9869995117188,19.9869995117188,71.2060012817383,1,1,1,0,4,11,10,0,0,0,1,0,0,0,1,2,"noswitch",1,0,0,"0to50","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"3700",3759,67,0,0,0,1,0,0,0,12,1,1,"pw",1,18,NA,NA,NA,NA,NA,NA,"",NA,255216.1875,2630391,46.2680015563965,46.2680015563965,72.0599975585938,1,1,1,0,6,11,0,1,0,0,1,0,0,0,2,1,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3701",3760,89,0,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,1,NA,NA,"",NA,255201.375,2630409.75,53.4790000915527,53.4790000915527,93.7440032958984,0,1,1,0,2,6,0,0,0,0,0,1,0,0,1,1,"noswitch",0,0,0,"50to100","none",NA,NA,NA,NA,"51to150","unsafe",0
"3702",3761,95,1,0,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,1,NA,NA,"",NA,255193.859375,2630417.5,58.5130004882812,58.5130004882812,104.045997619629,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,2,"noswitch",0,0,0,"50to100","none",NA,NA,NA,NA,"51to150","unsafe",0
"3703",3763,146,0,0,1,1,1,0,0,12,1,1,"cw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255176.375,2630369,10.2419996261597,10.2419996261597,96.4400024414062,1,1,1,0,2,7,0,0,1,0,1,0,0,0,1,1,"switch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3704",3764,127,1,0,1,1,0,0,0,12,1,1,"cw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255145.46875,2630390.75,47.4710006713867,47.4710006713867,124.453002929688,1,1,1,0,0,6,0,0,1,0,1,0,0,0,0,2,"switch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3705",3765,136,0,0,1,2,0,0,0,12,0,0,"cw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255127.265625,2630409.5,73.4250030517578,73.4250030517578,129.220993041992,0,1,1,0,0,1,5,0,1,0,0,1,0,0,0,1,"switch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3706",3766,114,0,0,1,1,1,0,0,12,2,1,"cw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255120.328125,2630361.25,61.3520011901855,61.3520011901855,85.5559997558594,0,1,1,0,1,3,0,0,1,0,0,1,0,0,1,1,"switch",1,0,0,"50to100","none",NA,NA,NA,NA,"51to150","unsafe",0
"3707",3767,87,2,0,0,1,1,0,0,12,1,1,"dugnew",NA,12,NA,NA,NA,NA,NA,NA,"",NA,255092.21875,2630387.75,93.5979995727539,93.5979995727539,95.2099990844727,0,1,1,0,1,1,0,NA,NA,1,0,1,0,0,1,0,"switch",0,0,0,"50to100","none",NA,NA,NA,NA,"51to150","unsafe",0
"3708",3768,137,1,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,0,2,NA,NA,"",NA,255102.015625,2630323.75,46.5309982299805,87.625,46.5309982299805,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3709",3769,127,0,0,1,1,1,0,0,12,1,1,"pw",1,30,NA,NA,NA,NA,NA,NA,"",NA,255114.625,2630336,64.0210037231445,71.2620010375977,64.0210037231445,0,1,1,0,1,3,5,1,0,0,0,1,0,0,1,1,"switch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3710",3770,80,2,0,1,1,1,23,0,12,1,1,"dugnew",NA,12,NA,NA,NA,NA,NA,NA,"",NA,255208.34375,2630339.75,33.5839996337891,33.5839996337891,53.4900016784668,1,1,1,0,6,11,5,NA,NA,1,1,0,0,0,2,1,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3711",3771,94,2,2,1,1,0,23,2,NA,1,1,"dugnew",NA,18,NA,NA,NA,NA,NA,NA,"",NA,255216.546875,2630342.5,39.1469993591309,39.1469993591309,48.423999786377,1,1,1,2,6,12,10,NA,NA,1,1,0,0,1,1,2,"switch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"3712",3772,82,1,2,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,2,NA,NA,"",NA,255211.796875,2630322.25,42.8390007019043,48.4900016784668,42.8390007019043,1,1,1,2,6,12,0,0,0,0,1,0,0,1,1,2,"noswitch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3713",3773,242,2,2,1,2,0,23,2,NA,1,1,"dugnew",NA,12,NA,NA,NA,NA,NA,NA,"",NA,255244.078125,2630342,26.7689990997314,65.0199966430664,26.7689990997314,0,1,1,4,11,13,16,NA,NA,1,0,1,0,1,2,1,"switch",0,1,0,"0to50","over10",NA,NA,NA,NA,"151to250","unsafe",0
"3714",3774,281,0,0,1,2,0,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255244.921875,2630331.75,18.7000007629395,69.3440017700195,18.7000007629395,0,1,1,4,11,13,16,1,0,0,0,1,0,1,2,1,"switch",0,1,0,"0to50","over10",NA,NA,NA,NA,"251to350","unsafe",0
"3715",3775,348,1,0,1,2,0,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255243.46875,2630335.5,22.2590007781982,66.5410003662109,22.2590007781982,0,1,1,4,11,13,16,1,0,0,0,1,0,1,2,1,"switch",0,0,1,"0to50","over10",NA,NA,NA,NA,"251to350","unsafe",0
"3716",3776,232,1,2,1,2,0,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255244.71875,2630339.25,24.3010005950928,66.3990020751953,24.3010005950928,0,1,1,4,11,13,16,1,0,0,0,1,0,1,2,1,"switch",0,1,0,"0to50","over10",NA,NA,NA,NA,"151to250","unsafe",0
"3717",3777,47,0,3,1,2,0,23,1,12,1,1,"no",NA,NA,NA,NA,5,NA,NA,NA,"",NA,255255.21875,2630317.25,5.07200002670288,85.0989990234375,5.07200002670288,0,1,1,3,11,13,16,0,0,0,0,1,0,1,2,1,"noswitch",0,0,0,"0to50","over10",0,1,1,NA,"0to50","safe",0
"3718",3778,185,0,0,1,3,0,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255257.15625,2630281.25,29.3729991912842,109.290000915527,29.3729991912842,0,0,1,2,11,13,16,1,0,0,0,0,1,1,2,1,"switch",1,0,0,"0to50","over10",NA,NA,NA,NA,"151to250","unsafe",0
"3719",3779,383,0,1,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,1,NA,NA,"",NA,255264.0625,2630347.25,18.7600002288818,83.411003112793,18.7600002288818,0,1,1,6,11,13,5,0,0,0,0,1,0,2,1,1,"noswitch",0,0,1,"0to50","1to5",NA,NA,NA,NA,"351to450","unsafe",0
"3720",3780,38,2,0,1,1,0,23,2,NA,1,1,"dugnew",NA,3,NA,NA,NA,NA,NA,NA,"",NA,255274.8125,2630349.5,10.0129995346069,93.7399978637695,10.0129995346069,0,1,1,6,12,13,0,NA,NA,1,0,1,0,2,2,1,"switch",0,0,0,"0to50","none",1,1,0,1,"0to50","safe",0
"3721",3781,42,0,1,1,2,0,23,1,12,1,1,"no",NA,NA,NA,NA,2,NA,NA,NA,"",NA,255277.984375,2630366.25,5.62099981307983,96.5039978027344,5.62099981307983,0,1,1,5,12,13,0,0,0,0,0,1,0,1,2,1,"noswitch",0,0,0,"0to50","none",0,1,1,NA,"0to50","safe",0
"3722",3782,30,0,0,1,1,0,23,1,12,1,1,"no",NA,NA,NA,NA,2,NA,NA,NA,"",NA,255290.640625,2630361.5,6.10200023651123,108.983001708984,6.10200023651123,0,0,1,4,13,13,0,0,0,0,0,0,1,1,2,0,"noswitch",0,0,0,"0to50","none",0,1,0,NA,"0to50","safe",0
"3723",3783,41,0,3,1,2,0,23,1,12,0,0,"no",NA,NA,NA,NA,2,NA,NA,NA,"",NA,255298.09375,2630349.25,8.33399963378906,116.921997070312,8.33399963378906,0,0,1,7,13,13,0,0,0,0,0,0,1,2,2,0,"noswitch",0,0,0,"0to50","none",0,1,1,NA,"0to50","safe",0
"3724",3784,117,0,0,1,1,1,2,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,255288.734375,2630288.75,22.193000793457,128.708999633789,22.193000793457,0,0,1,6,13,13,5,0,0,0,0,0,1,2,2,0,"noswitch",1,0,0,"0to50","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3725",3785,38,0,1,1,2,1,23,1,12,1,1,"no",NA,NA,NA,NA,4,NA,NA,NA,"",NA,255295.796875,2630284.25,18.9810009002686,137.009994506836,18.9810009002686,0,0,1,4,13,13,5,0,0,0,0,0,1,1,2,0,"noswitch",0,0,0,"0to50","1to5",0,1,1,NA,"0to50","safe",0
"3726",3786,141,2,2,1,1,0,1,0,12,1,1,"pw",1,12,NA,NA,NA,4,NA,NA,"",NA,255304.6875,2630317.75,17.003999710083,130.164993286133,17.003999710083,0,0,1,8,13,13,0,1,0,0,0,0,1,2,1,0,"switch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3727",3787,46,1,0,1,1,1,23,1,12,1,1,"no",NA,NA,NA,NA,3,NA,NA,NA,"",NA,255320.1875,2630319,1.88900005817413,144.490005493164,1.88900005817413,0,0,1,8,13,13,10,0,0,0,0,0,1,2,1,0,"noswitch",0,0,0,"0to50","6to10",0,1,0,NA,"0to50","safe",0
"3728",3788,46,0,13,1,1,0,23,1,12,0,0,"no",NA,NA,NA,NA,6,NA,NA,NA,"",NA,255326.234375,2630314.75,4.125,151.542999267578,4.125,0,0,0,7,13,13,0,0,0,0,0,0,0,2,2,0,"noswitch",0,0,0,"0to50","none",0,1,1,NA,"0to50","safe",0
"3729",3789,96,0,0,0,3,0,0,0,12,0,0,"pw",1,24,NA,NA,NA,NA,NA,NA,"",NA,255343.890625,2630274,38.6100006103516,183.716003417969,38.6100006103516,0,0,0,6,11,13,0,1,0,0,0,0,0,2,1,1,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3730",3790,57,0,0,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,14,NA,NA,"",NA,255370.8125,2630317.75,7.80399990081787,193.828002929688,7.80399990081787,0,0,0,5,11,13,0,0,0,0,0,0,0,1,2,1,"noswitch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3731",3791,193,1,0,1,1,0,0,1,12,1,1,"pw",1,30,NA,NA,NA,NA,NA,NA,"",NA,255356.953125,2630312,15.0100002288818,181.787002563477,15.0100002288818,0,0,0,6,12,13,0,1,0,0,0,0,0,2,2,1,"switch",1,0,0,"0to50","none",NA,NA,NA,NA,"151to250","unsafe",0
"3732",3792,37,0,13,1,1,0,23,1,12,0,0,"no",NA,NA,NA,NA,2,NA,NA,NA,"",NA,255344.71875,2630333,15.0659999847412,165.29899597168,15.0659999847412,0,0,0,6,13,13,5,0,0,0,0,0,0,2,2,0,"noswitch",0,0,0,"0to50","1to5",0,1,1,NA,"0to50","safe",0
"3733",3793,43,0,3,1,1,1,23,1,12,1,1,"no",NA,NA,NA,NA,8,NA,NA,NA,"",NA,255358.390625,2630327,3.53500008583069,179.82600402832,3.53500008583069,0,0,0,6,12,13,0,0,0,0,0,0,0,2,2,1,"noswitch",0,0,0,"0to50","none",0,1,1,NA,"0to50","safe",0
"3734",3794,119,2,1,1,1,0,23,2,NA,1,1,"pw",1,14,NA,NA,NA,NA,NA,NA,"",NA,255469.828125,2630252.25,79.9440002441406,79.9440002441406,113.77799987793,0,1,1,0,0,3,4,1,0,0,0,1,0,0,0,1,"switch",1,0,0,"50to100","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3735",3795,74,0,1,1,1,0,23,0,1,1,1,"no",NA,NA,NA,NA,NA,1,NA,NA,"",NA,255502.734375,2630218.5,43.5690002441406,43.5690002441406,106.619003295898,1,1,1,0,0,2,8,0,0,0,1,0,0,0,0,1,"noswitch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"3736",3796,81,2,0,0,2,0,0,0,1,1,1,"dugnew",NA,18,NA,NA,NA,NA,NA,NA,"",NA,255495.859375,2630233.5,50.1669998168945,50.1669998168945,118.397003173828,0,1,1,0,0,2,8,NA,NA,1,0,1,0,0,0,1,"switch",0,0,0,"50to100","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"3737",3798,71,0,0,1,1,0,0,0,1,1,1,"pw",1,18,NA,NA,NA,NA,NA,NA,"",NA,255523.078125,2630235.75,24.2119998931885,24.2119998931885,95.1780014038086,1,1,1,0,1,3,0,1,0,0,1,0,0,0,1,1,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3738",3799,94,0,1,1,1,0,0,0,1,1,1,"pw",0,18,NA,NA,NA,NA,NA,NA,"",NA,255534.90625,2630231,11.5190000534058,11.5190000534058,82.7060012817383,1,1,1,0,1,3,3,1,0,0,1,0,0,0,1,1,"switch",0,0,0,"0to50","1to5",NA,NA,NA,NA,"51to150","unsafe",0
"3739",3800,152,2,0,1,1,1,0,2,NA,0,0,"pw",1,17,NA,NA,NA,NA,NA,NA,"",NA,255579.234375,2630249.25,40.6310005187988,40.6310005187988,68.0400009155273,1,1,1,0,2,3,7,1,0,0,1,0,0,0,1,1,"switch",1,0,0,"0to50","6to10",NA,NA,NA,NA,"151to250","unsafe",0
"3740",3801,267,0,2,1,1,0,0,0,1,1,1,"pw",1,18,NA,NA,NA,NA,NA,NA,"",NA,255567.015625,2630170,40.6360015869141,60.6230010986328,40.6360015869141,0,1,1,1,2,3,12,1,0,0,0,1,0,1,1,1,"switch",0,1,0,"0to50","over10",NA,NA,NA,NA,"251to350","unsafe",0
"3741",3802,156,0,0,1,1,0,0,0,1,1,1,"pw",1,18,NA,NA,NA,NA,NA,NA,"",NA,255581.359375,2630203.75,29.0359992980957,42.443000793457,29.0359992980957,1,1,1,1,3,3,9,1,0,0,1,0,0,1,1,0,"switch",1,0,0,"0to50","6to10",NA,NA,NA,NA,"151to250","unsafe",0
"3742",3803,235,0,0,1,1,1,0,0,12,1,1,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255599.78125,2630167.25,19.2649993896484,80.3470001220703,19.2649993896484,0,1,1,2,3,3,8,1,0,0,0,1,0,1,1,0,"switch",0,1,0,"0to50","6to10",NA,NA,NA,NA,"151to250","unsafe",0
"3743",3804,32,0,3,1,1,0,23,1,12,1,1,"no",NA,NA,NA,NA,25,NA,NA,NA,"",NA,255610.109375,2630165,21.7180004119873,89.1600036621094,21.7180004119873,0,1,1,2,3,3,6,0,0,0,0,1,0,1,1,0,"noswitch",0,0,0,"0to50","6to10",0,1,1,NA,"0to50","safe",0
"3744",3805,261,2,0,1,1,1,23,2,NA,1,1,"dugnew",NA,1,NA,NA,NA,NA,NA,NA,"",NA,255634.640625,2630198.5,32.7869987487793,93.4280014038086,32.7869987487793,0,1,1,3,3,3,0,NA,NA,1,0,1,0,1,0,0,"switch",0,1,0,"0to50","none",NA,NA,NA,NA,"251to350","unsafe",0
"3745",3806,123,0,2,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,255634.859375,2630201,33.0519981384277,92.8889999389648,33.0519981384277,0,1,1,3,3,3,0,0,0,0,0,1,0,1,0,0,"noswitch",1,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3746",3807,182,2,0,1,1,0,23,2,NA,1,1,"dugnew",NA,1,NA,NA,NA,NA,NA,NA,"",NA,255611.703125,2630239.25,44.2150001525879,67.3789978027344,44.2150001525879,0,1,1,1,3,3,5,NA,NA,1,0,1,0,1,1,0,"switch",1,0,0,"0to50","1to5",NA,NA,NA,NA,"151to250","unsafe",0
"3747",3808,142,0,0,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,255624.25,2630287.75,67.2480010986328,99.7529983520508,67.2480010986328,0,0,1,0,1,3,0,0,0,0,0,0,1,0,1,1,"noswitch",1,0,0,"50to100","none",NA,NA,NA,NA,"51to150","unsafe",0
"3748",3809,66,2,0,1,1,1,23,2,NA,0,0,"dugnew",NA,1,NA,NA,NA,NA,NA,NA,"",NA,255666.78125,2630239.75,17.3509998321533,121.97200012207,17.3509998321533,0,0,1,1,3,3,0,NA,NA,1,0,0,1,1,1,0,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3749",3810,197,1,0,1,1,0,0,0,12,0,0,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255696.25,2630203.5,48.3689994812012,152.470001220703,48.3689994812012,0,0,0,1,3,3,12,1,0,0,0,0,0,1,1,0,"switch",1,0,0,"0to50","over10",NA,NA,NA,NA,"151to250","unsafe",0
"3750",3811,92,0,0,1,3,0,0,0,12,0,0,"pw",1,12,NA,NA,NA,NA,NA,NA,"",NA,255782.65625,2630126,147.863998413086,257.571014404297,147.863998413086,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"switch",0,0,0,"100to150","none",NA,NA,NA,NA,"51to150","unsafe",0
"3751",3812,200,0,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,255767.96875,2630141.75,130.873992919922,238.052993774414,130.873992919922,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,"noswitch",1,1,0,"100to150","none",NA,NA,NA,NA,"151to250","unsafe",0
"3752",3813,17,1,0,1,1,1,23,1,12,1,1,"no",NA,NA,NA,NA,3,NA,NA,NA,"",NA,255633.359375,2630152.5,5.69199991226196,114.877998352051,5.69199991226196,0,0,1,2,3,3,7,0,0,0,0,0,1,1,1,0,"noswitch",0,0,0,"0to50","6to10",0,1,0,NA,"0to50","safe",0
"3753",3814,94,0,0,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,1,NA,NA,"",NA,255635.953125,2630165.5,9.78699970245361,109.06600189209,9.78699970245361,0,0,1,2,3,3,0,0,0,0,0,0,1,1,1,0,"noswitch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3754",3815,27,2,0,1,1,0,23,1,2,1,1,"dugnew",NA,NA,NA,NA,0,NA,NA,NA,"",NA,255650.53125,2630172.75,20.9860000610352,117.991996765137,20.9860000610352,0,0,1,2,3,3,6,NA,NA,1,0,0,1,1,1,0,"switch",0,0,0,"0to50","6to10",1,1,0,1,"0to50","safe",0
"3755",3816,190,0,0,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,5,NA,NA,"",NA,255803.328125,2630092.25,177.330993652344,290.709991455078,177.330993652344,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"noswitch",1,0,0,"150plus","6to10",NA,NA,NA,NA,"151to250","unsafe",0
"3756",3817,226,0,2,1,1,0,0,0,12,0,0,"pw",1,30,NA,NA,NA,NA,NA,NA,"",NA,255844.515625,2630084.75,218.542007446289,330.859008789062,218.542007446289,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,"switch",0,1,0,"150plus","6to10",NA,NA,NA,NA,"151to250","unsafe",0
"3757",3818,179,0,2,1,1,1,23,0,12,1,1,"no",NA,NA,NA,NA,NA,4,NA,NA,"",NA,255936.21875,2630080.25,307.790985107422,417.148986816406,307.790985107422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noswitch",1,0,0,"150plus","none",NA,NA,NA,NA,"151to250","unsafe",0
"3758",3819,311,2,0,1,1,0,23,2,NA,0,0,"dugnew",NA,8,NA,NA,NA,NA,NA,NA,"",NA,255850.671875,2629986,272.380004882812,388.584991455078,272.380004882812,0,0,0,0,0,0,10,NA,NA,1,0,0,0,0,0,0,"switch",0,0,1,"150plus","6to10",NA,NA,NA,NA,"251to350","unsafe",0
"3759",3820,22,0,3,1,1,1,23,1,12,1,1,"no",NA,NA,NA,NA,0,NA,NA,NA,"",NA,258662.875,2633062,6.47399997711182,66.7509994506836,6.47399997711182,0,1,1,1,2,6,4,0,0,0,0,1,0,1,1,1,"noswitch",0,0,0,"0to50","1to5",0,1,1,NA,"0to50","safe",0
"3760",3821,448,2,2,1,3,0,23,2,NA,0,0,"dugnew",NA,18,NA,NA,NA,NA,NA,NA,"",NA,258640.765625,2633071,29.0069999694824,62.5040016174316,29.0069999694824,0,1,1,1,3,6,0,NA,NA,1,0,1,0,1,1,1,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"351to450","unsafe",1
"3761",3822,85,2,0,0,3,1,0,0,12,0,0,"dugnew",NA,30,NA,NA,NA,NA,NA,NA,"",NA,258657.4375,2633092.75,37.4669990539551,89.2910003662109,37.4669990539551,0,1,1,2,3,8,0,NA,NA,1,0,1,0,1,1,1,"switch",0,0,0,"0to50","none",NA,NA,NA,NA,"51to150","unsafe",0
"3762",3823,68,0,2,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,1,NA,NA,"",NA,258688.140625,2633089.5,26.2150001525879,104.070999145508,26.2150001525879,0,0,1,2,4,6,7,0,0,0,0,0,1,1,1,1,"noswitch",0,0,0,"0to50","6to10",NA,NA,NA,NA,"51to150","unsafe",0
"3763",3824,221,0,0,1,1,0,23,0,12,1,1,"no",NA,NA,NA,NA,NA,2,NA,NA,"",NA,258729.546875,2633095.75,35.2239990234375,139.082000732422,35.2239990234375,0,0,1,2,3,5,10,0,0,0,0,0,1,1,1,1,"noswitch",0,1,0,"0to50","6to10",NA,NA,NA,NA,"151to250","unsafe",0
